Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6280,CA-2017-140564,05/12/2017,10/12/2017,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,7,0.2,5.4272
6281,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,10,0,76.89
6282,CA-2017-114489,05/12/2017,09/12/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,6,0.1,351.3312
6283,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.208,7,0,9.4416
6284,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,2,0.2,5.7424
6285,CA-2017-162390,06/12/2017,12/12/2017,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,968.744,9,0,193.7488
6286,US-2017-114776,06/12/2017,07/12/2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,10,0.2,3.1104
6287,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.976,10,0.1,77.75568
6288,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,1,0.2,9.56928
6289,CA-2017-162390,06/12/2017,12/12/2017,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,1,0.2,76.79744
6290,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,3,0.1,34.146
6291,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08,3,0.2,39.6928
6292,US-2017-169040,06/12/2017,12/12/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1,0.1,28.22256
6293,CA-2017-162390,06/12/2017,12/12/2017,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,East,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,222.352,7,0.2,35.57632
6294,CA-2017-117590,08/12/2017,10/12/2017,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,4,0.1,197.55792
6295,CA-2017-117590,08/12/2017,10/12/2017,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,10,0,38.184
6296,CA-2017-134425,08/12/2017,12/12/2017,Second Class,QJ-19255,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,2,0.2,18.392
6297,CA-2017-131289,08/12/2017,14/12/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,10,0.2,1.3696
6298,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,5,0.2,39.93344
6299,CA-2017-160108,08/12/2017,12/12/2017,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,Central,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,6,0.1,73.0548
6300,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,9,0.2,2.6496
6301,CA-2017-115224,08/12/2017,11/12/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,4,0.1,6.129
6302,CA-2017-160108,08/12/2017,12/12/2017,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,680.01,2,0.2,108.8016
6303,CA-2017-115224,08/12/2017,11/12/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,West,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,5,0,70.476
6304,CA-2017-131289,08/12/2017,14/12/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,45.36,3,0.2,7.2576
6305,CA-2017-131289,08/12/2017,14/12/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,2,0,284.3328
6306,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,1,0.1,12.26016
6307,CA-2017-124562,08/12/2017,12/12/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,10,0,2.5914
6308,CA-2017-158302,08/12/2017,12/12/2017,Second Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Ohio,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.584,2,0.2,1.69344
6309,US-2017-131114,09/12/2017,13/12/2017,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,6,0.2,3.29088
6310,US-2017-161844,09/12/2017,14/12/2017,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,8,0.1,14.39532
6311,US-2017-131114,09/12/2017,13/12/2017,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,3,0.2,3.0464
6312,US-2017-161844,09/12/2017,14/12/2017,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,9,0.2,0.47136
6313,CA-2017-102092,09/12/2017,11/12/2017,First Class,PM-18940,Paul MacIntyre,Consumer,United States,Springfield,Virginia,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",1056.86,9,0.1,190.2348
6314,CA-2017-159989,09/12/2017,13/12/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,2,0.1,7.3224
6315,US-2017-131114,09/12/2017,13/12/2017,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,4.356,8,0,0.8712
6316,CA-2017-128923,09/12/2017,13/12/2017,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,10,0.1,1.67904
6317,CA-2017-128923,09/12/2017,13/12/2017,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,5,0.2,1.50272
6318,CA-2017-141082,09/12/2017,13/12/2017,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,122.12,4,0.1,21.9816
6319,CA-2017-141082,09/12/2017,13/12/2017,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,3.69,10,0.2,0.5904
6320,CA-2017-137330,09/12/2017,13/12/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,5,0,3.892
6321,CA-2017-137330,09/12/2017,13/12/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,4,0.1,10.8612
6322,CA-2017-133340,09/12/2017,13/12/2017,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,8,0.2,1.744
6323,CA-2017-133340,09/12/2017,13/12/2017,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,4,0.1,10.7964
6324,CA-2017-149503,09/12/2017,12/12/2017,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Stockton,California,West,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",273.92,10,0.1,49.3056
6325,CA-2017-133340,09/12/2017,13/12/2017,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",61.929,6,0.1,11.14722
6326,CA-2017-144309,10/12/2017,16/12/2017,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,679.96,2,0.1,122.3928
6327,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,5,0,30.7104
6328,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,6,0.2,10.4544
6329,CA-2017-147123,10/12/2017,12/12/2017,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,5,0.1,14.4504
6330,CA-2017-127194,10/12/2017,16/12/2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,East,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",62.82,2,0.2,10.0512
6331,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,7,0,24.784
6332,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,4,0.2,5.616
6333,US-2017-143448,10/12/2017,10/12/2017,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,8,0.2,227.984
6334,CA-2017-154739,10/12/2017,15/12/2017,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,7,0,64.3136
6335,CA-2017-146941,10/12/2017,13/12/2017,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,7,0.1,65.1456
6336,CA-2017-128412,10/12/2017,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,9,0.2,7.16
6337,CA-2017-146941,10/12/2017,13/12/2017,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,1,0.2,12.8928
6338,CA-2017-144309,10/12/2017,16/12/2017,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,10,0.1,3.3372
6339,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,6,0.1,2.4336
6340,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,6,0.2,33.536
6341,US-2017-151260,11/12/2017,14/12/2017,First Class,SC-20695,Steve Chapman,Corporate,United States,Springfield,Ohio,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,73.536,6,0,14.7072
6342,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,6,0.1,43.80912
6343,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,10,0.1,21.5928
6344,CA-2017-160745,11/12/2017,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,7,0,63.2
6345,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,10,0.2,52.5744
6346,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,6,0.1,82.5174
6347,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,1,0.2,61.94176
6348,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,3,0.2,3.7312
6349,CA-2017-160745,11/12/2017,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,2,0.2,48.38016
6350,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,6,0,6.196
6351,CA-2017-143609,11/12/2017,13/12/2017,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,8,0.2,64.6272
6352,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,3,0.2,58.2272
6353,US-2017-148803,11/12/2017,11/12/2017,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,10,0.1,15.34032
6354,CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,8,0.1,185.391
6355,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872,8,0,1.1744
6356,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,5,0,16.684
6357,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,8,0.1,21.564
6358,US-2017-135720,11/12/2017,13/12/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,6,0.1,54.13824
6359,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,5,0,10.044
6360,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,9,0.2,142.74176
6361,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,7,0,24.5376
6362,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,8,0.2,10.3936
6363,CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,1,0.1,2.7468
6364,CA-2017-160745,11/12/2017,16/12/2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,2,0.1,2.664
6365,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,8,0.1,6.44544
6366,US-2017-132857,11/12/2017,17/12/2017,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.672,9,0.2,1.06752
6367,CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,26.86,4,0,5.372
6368,US-2017-108777,12/12/2017,12/12/2017,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952,10,0.2,61.43232
6369,US-2017-169369,12/12/2017,18/12/2017,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95,10,0,49.99
6370,CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,9,0,6.696
6371,US-2017-108777,12/12/2017,12/12/2017,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,4,0,3.7386
6372,CA-2017-136686,12/12/2017,16/12/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,10,0.1,10.1736
6373,CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,13.9,10,0,2.78
6374,CA-2017-139395,12/12/2017,18/12/2017,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,10,0.1,118.4274
6375,CA-2017-136686,12/12/2017,16/12/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,9,0,76.728
6376,US-2017-169369,12/12/2017,18/12/2017,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,South,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,7,0,9.824
6377,CA-2017-102792,13/12/2017,19/12/2017,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,2,0.1,1.7712
6378,CA-2017-142958,13/12/2017,20/12/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,9,0.1,200.56896
6379,CA-2017-100153,13/12/2017,17/12/2017,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0.2,10.2208
6380,CA-2017-142958,13/12/2017,20/12/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,8,0,1.2192
6381,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,7,0.1,71.4456
6382,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,7,0.2,0.9216
6383,CA-2017-146325,14/12/2017,17/12/2017,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,8,0.2,13.02784
6384,CA-2017-146325,14/12/2017,17/12/2017,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.8,1,0.1,24.264
6385,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,5,0,2.924
6386,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,2,0.2,2.744
6387,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0,4.624
6388,CA-2017-129126,14/12/2017,19/12/2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,1,0,4.296
6389,CA-2017-146143,14/12/2017,19/12/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,5,0.2,21.3408
6390,US-2017-127334,15/12/2017,21/12/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.1,15.69024
6391,CA-2017-113600,15/12/2017,17/12/2017,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Cuyahoga Falls,Ohio,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,4,0,0.4428
6392,US-2017-116442,15/12/2017,22/12/2017,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,3,0.1,2.6568
